year,gq,gqtypeg,farm,ownershg,value,rent,ftotinc,nfams,ncouples,nmothers,nfathers,momloc,stepmom,momrule,poploc,steppop,poprule,sploc,sprule,famsize,nchild,nchlt5,famunit,eldch,yngch,nsibs,relateg,age,sex,raceg,marst,chborn,school,educrec,schltype,empstatg,labforce,occscore,sei,classwkg,wkswork2,hrswork2,workedyr,inctot,incwage,incbus,incfarm,incss,incwelfr,incother,poverty,migrat5g,movedin,vetstat,binaryClass
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,155.0,19985.0,1,1,0,0,0,0,0,0,0,0,2,1,3,0,0,1,99,99,0,Head_Householder,53,Male,White,Married_spouse_present,,No_not_in_school,None_or_preschool,,Not_in_labor_force,No_not_in_labor_force,20,8,Works_for_wages_salary,,,No,4795.0,0.0,0.0,0.0,4795.0,0.0,0.0,350.0,,6,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,175.0,7255.0,2,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,99,99,1,Child,4,Male,White,Never_married_single,,No_not_in_school,None_or_preschool,,,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,123.0,,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,212.0,3975.0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,0,Head_Householder,21,Female,Black_Negro,Separated,1_child,No_not_in_school,Grade_12,,Not_in_labor_force,No_not_in_labor_force,11,16,Works_for_wages_salary,,,No,3975.0,0.0,0.0,0.0,0.0,3975.0,0.0,79.0,,1,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),5000.0,0.0,3990.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,85,Male,White,Married_spouse_present,,Yes_in_school,Grade_5-8,Church-related_(1980),Not_in_labor_force,No_not_in_labor_force,0,0,,,,No,2725.0,0.0,0.0,0.0,2725.0,0.0,0.0,91.0,Same_house,8,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),999999.0,0.0,27010.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,53,Male,American_Indian,Married_spouse_present,,No_not_in_school,Grade_12,,Employed,Yes_in_labor_force,30,24,Works_for_wages_salary,50-52_weeks,40_hours,Yes,22005.0,22005.0,0.0,0.0,0.0,0.0,0.0,501.0,Same_state_countydifferent_house,2,Yes,N
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),57500.0,0.0,16250.0,5,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,12,12,0,Head_Householder,32,Male,White,Divorced,,No_not_in_school,Grade_10,,Employed,Yes_in_labor_force,41,68,Works_for_wages_salary,50-52_weeks,40_hours,Yes,16250.0,16125.0,0.0,0.0,0.0,0.0,0.0,323.0,Same_house,2,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),175000.0,0.0,50035.0,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,Child,23,Female,White,Never_married_single,No_children,Yes_in_school,1_to_3_years_of_college,Public_school,Employed,Yes_in_labor_force,22,61,Works_for_wages_salary,50-52_weeks,40_hours,Yes,10005.0,10005.0,0.0,0.0,0.0,0.0,0.0,501.0,Same_house,0,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,500.0,56720.0,1,2,1,2,1,0,1,2,0,1,0,0,9,0,0,1,99,99,0,Child,3,Female,White,Never_married_single,,No_not_in_school,None_or_preschool,,,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,358.0,,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,450.0,19005.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,22,Male,White,Never_married_single,,Yes_in_school,Grade_12,Public_school,Employed,Yes_in_labor_force,32,62,Works_for_wages_salary,50-52_weeks,40_hours,Yes,19005.0,19005.0,0.0,0.0,0.0,0.0,0.0,501.0,,2,No_Service,N
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,165.0,23005.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,Other_non-relatives,31,Male,White,Never_married_single,,No_not_in_school,4+_years_of_college,,Employed,Yes_in_labor_force,23,18,Works_for_wages_salary,50-52_weeks,40_hours,Yes,28005.0,28005.0,0.0,0.0,0.0,0.0,0.0,501.0,,0,No_Service,N
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),47500.0,0.0,6470.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,76,Female,White,Married_spouse_present,1_child,No_not_in_school,Grade_12,,Not_in_labor_force,No_not_in_labor_force,0,0,,,,No,4825.0,0.0,0.0,0.0,4825.0,0.0,0.0,147.0,,0,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),112500.0,0.0,42110.0,1,1,1,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,3,Child,25,Male,Black_Negro,Divorced,,Yes_in_school,1_to_3_years_of_college,Public_school,Employed,Yes_in_labor_force,22,51,Works_for_wages_salary,50-52_weeks,15-29_hours,Yes,5255.0,5255.0,0.0,0.0,0.0,0.0,0.0,404.0,,0,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),85000.0,0.0,31425.0,1,1,2,1,3,0,2,2,0,2,0,0,6,0,0,1,99,99,2,Grandchild,5,Female,White,Never_married_single,,Yes_in_school,None_or_preschool,Public_school,,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,313.0,Same_state_countydifferent_house,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,500.0,2630.0,1,1,1,1,0,0,0,0,0,0,2,1,3,1,1,1,1,1,0,Head_Householder,33,Male,White,Married_spouse_present,,No_not_in_school,4+_years_of_college,,Employed,Yes_in_labor_force,25,18,Works_for_wages_salary,,41-48_hours,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,1,No_Service,N
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),18750.0,0.0,2705.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,62,Female,Black_Negro,Divorced,No_children,No_not_in_school,1_to_3_years_of_college,,Not_in_labor_force,No_not_in_labor_force,0,0,,,,No,2705.0,0.0,0.0,0.0,2705.0,0.0,0.0,71.0,Same_house,6,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,375.0,19005.0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,Partner_friend_visitor,23,Female,Black_Negro,Married_spouse_absent,No_children,No_not_in_school,Grade_12,,Employed,Yes_in_labor_force,24,44,Works_for_wages_salary,48-49_weeks,,Yes,10005.0,10005.0,0.0,0.0,0.0,0.0,0.0,264.0,,0,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),95000.0,0.0,33940.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,27,Female,White,Married_spouse_present,No_children,No_not_in_school,Grade_12,,Employed,Yes_in_labor_force,41,68,Works_for_wages_salary,50-52_weeks,35-39_hours,Yes,13530.0,13515.0,0.0,0.0,0.0,0.0,0.0,501.0,Different_state,0,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,175.0,14005.0,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,3,Male,White,Never_married_single,,No_not_in_school,None_or_preschool,,,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,189.0,,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),137500.0,0.0,63080.0,1,1,1,1,0,0,0,0,0,0,3,1,3,1,0,1,49,49,0,Parent,80,Male,White,Married_spouse_present,,No_not_in_school,4+_years_of_college,,Not_in_labor_force,No_not_in_labor_force,0,0,,,,No,20010.0,0.0,0.0,0.0,0.0,0.0,16005.0,501.0,,0,Yes,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),47500.0,0.0,32700.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,63,Male,White,Married_spouse_present,,No_not_in_school,Grade_12,,Employed,Yes_in_labor_force,30,27,Self-employed,40-47_weeks,40_hours,Yes,17750.0,14645.0,0.0,0.0,0.0,0.0,0.0,501.0,Same_house,6,No_Service,N
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),77500.0,0.0,9610.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,72,Female,White,Married_spouse_present,2__children,No_not_in_school,Grade_12,,Not_in_labor_force,No_not_in_labor_force,0,0,,,,No,2355.0,0.0,0.0,0.0,2355.0,0.0,0.0,218.0,Same_house,0,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),95000.0,0.0,45625.0,1,1,1,1,1,0,1,2,0,1,0,0,4,0,0,1,99,99,1,Child,15,Female,White,Never_married_single,No_children,Yes_in_school,Grade_9,Public_school,,,0,0,,,,,2005.0,999999.0,999999.0,999999.0,0.0,0.0,2005.0,501.0,,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),95000.0,0.0,30210.0,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,5,5,0,Head_Householder,32,Male,White,Married_spouse_present,,No_not_in_school,1_to_3_years_of_college,,Employed,Yes_in_labor_force,41,68,Works_for_wages_salary,50-52_weeks,40_hours,Yes,16105.0,16105.0,0.0,0.0,0.0,0.0,0.0,501.0,,2,Yes,N
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,237.0,14210.0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,9,9,0,Head_Householder,31,Female,White,Divorced,1_child,No_not_in_school,Grade_12,,Employed,Yes_in_labor_force,42,84,Works_for_wages_salary,50-52_weeks,40_hours,Yes,14210.0,13005.0,0.0,0.0,0.0,0.0,1205.0,283.0,Same_house,2,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),999999.0,0.0,30815.0,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,8,Male,White,Never_married_single,,Yes_in_school,Grade_1-4,Church-related_(1980),,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,417.0,,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),77500.0,0.0,40010.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,25,Male,White,Married_spouse_present,,No_not_in_school,Grade_12,,Employed,Yes_in_labor_force,26,32,Works_for_wages_salary,50-52_weeks,41-48_hours,Yes,22005.0,22005.0,0.0,0.0,0.0,0.0,0.0,501.0,,2,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),95000.0,0.0,46010.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,42,Male,White,Married_spouse_present,,No_not_in_school,1_to_3_years_of_college,,Employed,Yes_in_labor_force,36,49,Works_for_wages_salary,50-52_weeks,41-48_hours,Yes,46010.0,45005.0,0.0,0.0,1005.0,0.0,0.0,501.0,,6,Yes,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,195.0,9005.0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,99,99,0,Partner_friend_visitor,28,Male,Other_Asian_or_Pacific,Married_spouse_absent,,No_not_in_school,1_to_3_years_of_college,,Employed,Yes_in_labor_force,31,73,Works_for_wages_salary,50-52_weeks,40_hours,Yes,1565.0,1565.0,0.0,0.0,0.0,0.0,0.0,41.0,Same_state_countydifferent_house,0,No_Service,N
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),85000.0,0.0,28365.0,1,0,1,0,1,0,1,0,0,0,0,0,4,0,0,1,99,99,2,Child,23,Female,Black_Negro,Never_married_single,No_children,No_not_in_school,4+_years_of_college,,Employed,Yes_in_labor_force,29,48,Works_for_wages_salary,48-49_weeks,35-39_hours,Yes,9605.0,9605.0,0.0,0.0,0.0,0.0,0.0,371.0,Different_state,0,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,262.0,10110.0,1,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,99,99,1,Child,13,Male,Black_Negro,Never_married_single,,Yes_in_school,Grade_5-8,Public_school,,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,172.0,Same_state_different_county,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),999999.0,0.0,10525.0,1,1,1,1,0,0,0,0,0,0,2,1,7,5,0,1,19,6,0,Head_Householder,35,Male,Black_Negro,Married_spouse_present,,No_not_in_school,Grade_11,,Employed,Yes_in_labor_force,22,18,Works_for_wages_salary,1-13_weeks,40_hours,Yes,10005.0,10005.0,0.0,0.0,0.0,0.0,0.0,93.0,Same_house,5,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),999999.0,0.0,6710.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,65,Female,White,Widowed,3,No_not_in_school,Grade_5-8,,Not_in_labor_force,No_not_in_labor_force,0,0,,,,No,6710.0,0.0,0.0,0.0,3455.0,0.0,0.0,192.0,,6,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),112500.0,0.0,17115.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,56,Female,White,Married_spouse_present,1_child,No_not_in_school,Grade_12,,Not_in_labor_force,No_not_in_labor_force,0,0,,,,No,1045.0,0.0,0.0,0.0,1045.0,0.0,0.0,350.0,,0,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,325.0,8010.0,1,0,1,0,1,0,1,0,0,0,0,0,4,0,0,1,99,99,2,Child,1,Female,White,Never_married_single,,No_not_in_school,,,,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,108.0,,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,287.0,17580.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,24,Male,White,Married_spouse_present,,Yes_in_school,1_to_3_years_of_college,Public_school,Employed,Yes_in_labor_force,37,49,Works_for_wages_salary,48-49_weeks,40_hours,Yes,10435.0,10435.0,0.0,0.0,0.0,0.0,0.0,360.0,,1,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),42499.0,0.0,15400.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,64,Male,Black_Negro,Married_spouse_present,,No_not_in_school,Grade_9,,Not_in_labor_force,No_not_in_labor_force,20,9,Works_for_wages_salary,,,No,12895.0,3305.0,0.0,0.0,785.0,0.0,8805.0,315.0,Same_house,7,Yes,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,500.0,28140.0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,38,Male,White,Separated,,No_not_in_school,1_to_3_years_of_college,,Employed,Yes_in_labor_force,41,68,Self-employed,50-52_weeks,35-39_hours,Yes,28140.0,29645.0,-1505.0,0.0,0.0,0.0,0.0,501.0,,2,No_Service,N
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),175000.0,0.0,29840.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,37,Female,White,Never_married_single,No_children,No_not_in_school,4+_years_of_college,,Employed,Yes_in_labor_force,29,72,Works_for_wages_salary,40-47_weeks,49-59_hours,Yes,29840.0,28145.0,0.0,0.0,0.0,0.0,0.0,501.0,,2,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),67500.0,0.0,10110.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,31,Male,White,Married_spouse_present,,No_not_in_school,Grade_12,,Employed,Yes_in_labor_force,20,9,Works_for_wages_salary,50-52_weeks,40_hours,Yes,9885.0,9885.0,0.0,0.0,0.0,0.0,0.0,207.0,,1,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,212.0,7870.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,69,Female,White,Married_spouse_present,2__children,No_not_in_school,Grade_11,,Not_in_labor_force,No_not_in_labor_force,0,0,,,,No,1685.0,0.0,0.0,0.0,1685.0,0.0,0.0,179.0,Same_state_different_county,0,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,325.0,29000.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,61,Female,White,Married_spouse_present,3,No_not_in_school,1_to_3_years_of_college,,Employed,Yes_in_labor_force,22,61,Works_for_wages_salary,50-52_weeks,35-39_hours,Yes,18280.0,18205.0,0.0,0.0,0.0,0.0,0.0,501.0,,0,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,237.0,50010.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,48,Male,Black_Negro,Married_spouse_present,,No_not_in_school,1_to_3_years_of_college,,Employed,Yes_in_labor_force,20,9,Works_for_wages_salary,50-52_weeks,40_hours,Yes,25005.0,25005.0,0.0,0.0,0.0,0.0,0.0,501.0,Same_house,5,No_Service,N
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,165.0,1805.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,81,Female,White,Widowed,4,No_not_in_school,Grade_1-4,,Not_in_labor_force,No_not_in_labor_force,0,0,,,,No,1805.0,0.0,0.0,0.0,1805.0,0.0,0.0,52.0,,8,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),95000.0,0.0,18005.0,1,1,1,1,0,0,0,0,0,0,2,1,4,2,2,1,4,1,0,Head_Householder,27,Male,White,Married_spouse_present,,No_not_in_school,Grade_11,,Employed,Yes_in_labor_force,30,27,Works_for_wages_salary,50-52_weeks,40_hours,Yes,18005.0,18005.0,0.0,0.0,0.0,0.0,0.0,243.0,,1,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,237.0,15005.0,1,0,1,0,1,0,1,0,0,0,0,0,4,0,0,1,99,99,2,Child,4,Female,Black_Negro,Never_married_single,,No_not_in_school,None_or_preschool,,,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,202.0,,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,212.0,6535.0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,18,18,0,Head_Householder,45,Female,White,Divorced,3,Yes_in_school,Grade_12,Public_school,Unemployed,Yes_in_labor_force,0,0,,,,No,4175.0,0.0,0.0,0.0,0.0,4175.0,0.0,134.0,Same_house,2,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),175000.0,0.0,8760.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,90,Male,White,Married_spouse_present,,No_not_in_school,Grade_5-8,,Not_in_labor_force,No_not_in_labor_force,0,0,,,,No,7205.0,0.0,0.0,0.0,7205.0,0.0,0.0,199.0,,8,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,145.0,18010.0,1,1,1,1,0,0,0,0,0,0,2,2,5,3,0,1,19,11,0,Head_Householder,43,Female,White,Married_spouse_present,2__children,No_not_in_school,1_to_3_years_of_college,,Employed,Yes_in_labor_force,19,46,Works_for_wages_salary,48-49_weeks,60+_hours,Yes,10005.0,10005.0,0.0,0.0,0.0,0.0,0.0,196.0,,6,Yes,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),137500.0,0.0,45020.0,1,1,1,1,1,0,1,2,0,1,0,0,3,0,0,1,99,99,0,Child,2,Male,White,Never_married_single,,No_not_in_school,,,,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,501.0,,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),200000.0,0.0,70005.0,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,Child,14,Female,White,Never_married_single,,Yes_in_school,Grade_5-8,Public_school,,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,501.0,,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,500.0,16310.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,33,Male,White,Never_married_single,,No_not_in_school,4+_years_of_college,,Employed,Yes_in_labor_force,41,72,Works_for_wages_salary,50-52_weeks,41-48_hours,Yes,16310.0,15005.0,0.0,0.0,0.0,0.0,0.0,430.0,,2,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),77500.0,0.0,21955.0,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,13,13,0,Spouse,58,Female,White,Married_spouse_present,3,No_not_in_school,Grade_5-8,,Employed,Yes_in_labor_force,30,65,Works_for_wages_salary,48-49_weeks,1-14_hours,Yes,1735.0,1735.0,0.0,0.0,0.0,0.0,0.0,374.0,Same_house,0,No_Service,N
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),57500.0,0.0,33645.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,99,99,1,Head_Householder,73,Male,White,Never_married_single,,No_not_in_school,1_to_3_years_of_college,,Not_in_labor_force,No_not_in_labor_force,0,0,,,,No,18975.0,0.0,0.0,0.0,4665.0,0.0,3565.0,501.0,Same_house,6,Yes,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),200000.0,0.0,55965.0,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,20,Female,White,Never_married_single,No_children,No_not_in_school,1_to_3_years_of_college,,Employed,Yes_in_labor_force,26,52,Works_for_wages_salary,27-39_weeks,,Yes,3440.0,3395.0,0.0,0.0,0.0,0.0,0.0,501.0,,0,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,375.0,6145.0,1,0,1,0,1,0,1,0,0,0,0,0,5,0,0,1,99,99,3,Child,14,Male,White,Never_married_single,,Yes_in_school,Grade_5-8,Public_school,,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,72.0,,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),175000.0,0.0,1205.0,1,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,99,99,1,Child,5,Female,White,Never_married_single,,Yes_in_school,None_or_preschool,Public_school,,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,21.0,,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),200000.0,0.0,75000.0,1,1,1,1,0,0,0,0,0,0,2,1,5,3,0,1,23,14,0,Head_Householder,46,Male,White,Married_spouse_present,,No_not_in_school,Grade_12,,Employed,Yes_in_labor_force,41,68,Self-employed,50-52_weeks,49-59_hours,Yes,62025.0,48505.0,-4485.0,0.0,0.0,0.0,0.0,501.0,,2,No_Service,N
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),72500.0,0.0,16910.0,1,1,1,1,0,0,0,0,0,0,2,1,6,4,0,1,16,10,0,Head_Householder,53,Male,White,Married_spouse_present,,No_not_in_school,Grade_5-8,,Employed,Yes_in_labor_force,20,9,Works_for_wages_salary,50-52_weeks,40_hours,Yes,16910.0,15005.0,0.0,0.0,0.0,0.0,0.0,173.0,,6,Yes,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),77500.0,0.0,35810.0,1,1,1,1,0,0,0,0,0,0,2,1,4,2,2,1,3,1,0,Head_Householder,33,Male,White,Married_spouse_present,,No_not_in_school,1_to_3_years_of_college,,Employed,Yes_in_labor_force,33,44,Works_for_wages_salary,50-52_weeks,49-59_hours,Yes,35810.0,32205.0,0.0,0.0,0.0,0.0,0.0,484.0,,2,Yes,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),85000.0,0.0,14750.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,58,Female,White,Married_spouse_present,No_children,No_not_in_school,Grade_12,,Not_in_labor_force,No_not_in_labor_force,0,0,,,,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,,0,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,325.0,11840.0,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,10,Male,American_Indian,Never_married_single,,Yes_in_school,Grade_1-4,Public_school,,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,160.0,,0,,P
