Number_seasons,Games_played,At_bats,Runs,Hits,Doubles,Triples,Home_runs,RBIs,Walks,Strikeouts,Batting_average,On_base_pct,Slugging_pct,Fielding_ave,Position,binaryClass
10,1272.0,4813.0,548.0,1230.0,150.0,23.0,27.0,304.0,365.0,362.0,0.256,0.31,0.313,0.983,Second_base,P
10,700.0,1708.0,169.0,453.0,66.0,37.0,6.0,191.0,216.0,177.0,0.265,0.351,0.358,0.975,Catcher,P
13,950.0,3346.0,394.0,858.0,111.0,32.0,20.0,429.0,176.0,58.0,0.256,0.311,0.327,0.947,Catcher,P
18,2433.0,9454.0,1416.0,3000.0,440.0,166.0,240.0,1305.0,621.0,1230.0,0.317,0.362,0.475,0.973,Outfield,N
17,1157.0,4283.0,619.0,1226.0,226.0,60.0,77.0,687.0,339.0,299.0,0.286,0.347,0.421,0.937,Catcher,P
12,1362.0,4648.0,594.0,1273.0,192.0,57.0,159.0,682.0,379.0,1140.0,0.274,0.331,0.442,0.988,First_base,P
12,1582.0,5730.0,1070.0,1558.0,309.0,62.0,178.0,829.0,1070.0,713.0,0.272,0.39,0.441,0.948,Third_base,P
12,892.0,1834.0,251.0,437.0,53.0,25.0,6.0,125.0,153.0,262.0,0.238,0.304,0.304,0.986,Outfield,P
10,870.0,2328.0,314.0,645.0,85.0,24.0,5.0,187.0,169.0,291.0,0.277,0.331,0.341,0.979,Outfield,P
10,816.0,2839.0,410.0,697.0,86.0,31.0,8.0,301.0,303.0,94.0,0.246,0.323,0.306,0.919,Third_base,P
11,918.0,2877.0,384.0,731.0,98.0,44.0,39.0,278.0,232.0,384.0,0.254,0.316,0.359,0.973,Outfield,P
24,3035.0,11434.0,2246.0,4189.0,724.0,295.0,117.0,1937.0,1249.0,357.0,0.366,0.433,0.512,0.961,Outfield,N
13,1482.0,5169.0,1041.0,1652.0,333.0,64.0,119.0,832.0,857.0,217.0,0.32,0.419,0.478,0.985,Catcher,N
14,1841.0,6503.0,971.0,1730.0,283.0,21.0,374.0,1159.0,951.0,880.0,0.266,0.362,0.489,0.98,Outfield,P
10,1004.0,3422.0,481.0,833.0,141.0,25.0,173.0,520.0,383.0,902.0,0.243,0.324,0.451,0.991,First_base,P
16,1701.0,4907.0,667.0,1335.0,187.0,52.0,32.0,373.0,467.0,660.0,0.272,0.34,0.351,0.986,Outfield,P
25,2826.0,9949.0,1821.0,3312.0,438.0,186.0,47.0,1300.0,1499.0,286.0,0.333,0.424,0.428,0.97,Second_base,N
14,1726.0,6796.0,1055.0,2000.0,353.0,116.0,65.0,983.0,426.0,32.0,0.294,0.344,0.409,0.929,Third_base,N
16,1799.0,6390.0,747.0,1687.0,310.0,133.0,22.0,709.0,331.0,405.0,0.264,0.306,0.364,0.962,Outfield,P
10,908.0,2329.0,404.0,596.0,79.0,24.0,86.0,329.0,338.0,263.0,0.256,0.351,0.421,0.99,First_base,P
10,543.0,1204.0,146.0,306.0,46.0,6.0,33.0,168.0,235.0,200.0,0.254,0.378,0.385,0.974,Catcher,P
12,1455.0,5746.0,1186.0,1866.0,309.0,154.0,58.0,632.0,670.0,278.0,0.325,0.397,0.462,0.974,Outfield,N
13,1390.0,5796.0,994.0,1531.0,206.0,68.0,29.0,467.0,197.0,84.0,0.264,0.293,0.338,0.973,First_base,P
10,813.0,2787.0,404.0,795.0,134.0,51.0,28.0,417.0,214.0,158.0,0.285,0.339,0.4,0.972,Outfield,P
19,2488.0,8723.0,993.0,2326.0,389.0,48.0,101.0,950.0,736.0,1186.0,0.267,0.325,0.357,0.971,Shortstop,P
18,1997.0,7794.0,1620.0,2467.0,441.0,233.0,138.0,1322.0,1002.0,449.0,0.317,0.397,0.486,0.978,First_base,N
11,1374.0,5061.0,605.0,1257.0,176.0,82.0,22.0,452.0,345.0,,0.248,0.3,0.329,0.934,Third_base,P
10,603.0,1178.0,158.0,260.0,31.0,11.0,9.0,83.0,161.0,297.0,0.221,0.316,0.289,0.945,Shortstop,P
13,1316.0,5364.0,847.0,1576.0,180.0,102.0,26.0,557.0,365.0,73.0,0.294,0.341,0.38,0.945,Outfield,P
20,1172.0,3372.0,408.0,965.0,130.0,26.0,2.0,219.0,208.0,107.0,0.286,0.329,0.342,0.988,Outfield,P
17,1896.0,7349.0,1012.0,2192.0,415.0,47.0,241.0,1125.0,448.0,911.0,0.298,0.34,0.466,0.992,First_base,P
18,1473.0,4702.0,573.0,1341.0,240.0,40.0,173.0,812.0,309.0,357.0,0.285,0.332,0.464,0.977,Catcher,P
18,2200.0,8804.0,1184.0,2252.0,289.0,155.0,34.0,1135.0,382.0,205.0,0.256,0.289,0.335,0.924,Shortstop,P
10,1086.0,4404.0,650.0,1120.0,110.0,80.0,31.0,268.0,174.0,80.0,0.254,0.288,0.337,0.947,Outfield,P
11,946.0,2796.0,260.0,750.0,126.0,17.0,38.0,313.0,264.0,143.0,0.268,0.341,0.366,0.987,Catcher,P
11,1075.0,2978.0,355.0,832.0,128.0,17.0,131.0,499.0,247.0,414.0,0.279,0.339,0.466,0.961,Outfield,P
13,1584.0,5534.0,704.0,1494.0,276.0,68.0,108.0,717.0,389.0,659.0,0.27,0.322,0.403,0.985,Outfield,P
11,1058.0,3712.0,470.0,974.0,174.0,32.0,66.0,351.0,298.0,218.0,0.262,0.318,0.38,0.965,Third_base,P
20,2239.0,9140.0,1357.0,2705.0,396.0,109.0,37.0,842.0,572.0,345.0,0.296,0.34,0.375,0.979,Outfield,P
16,1573.0,5026.0,585.0,1276.0,179.0,18.0,179.0,657.0,424.0,477.0,0.254,0.315,0.404,0.989,Catcher,P
11,1220.0,3951.0,575.0,1134.0,232.0,83.0,119.0,719.0,561.0,514.0,0.287,0.38,0.478,0.944,Outfield,P
19,2517.0,9570.0,1391.0,2961.0,458.0,309.0,97.0,1525.0,760.0,104.0,0.309,0.362,0.452,0.965,Outfield,N
14,1210.0,3435.0,507.0,921.0,152.0,35.0,86.0,419.0,431.0,664.0,0.268,0.351,0.408,0.975,Outfield,P
16,1012.0,3202.0,337.0,709.0,86.0,50.0,11.0,342.0,309.0,0.0,0.221,0.294,0.29,0.971,Catcher,P
12,1478.0,5930.0,832.0,1591.0,195.0,95.0,38.0,531.0,289.0,257.0,0.268,0.303,0.352,0.974,Second_base,P
10,1107.0,3927.0,459.0,1104.0,229.0,32.0,61.0,391.0,325.0,403.0,0.281,0.339,0.402,0.977,Outfield,P
20,2124.0,7579.0,1233.0,2285.0,515.0,118.0,170.0,1424.0,1059.0,700.0,0.301,0.39,0.468,0.951,Shortstop,N
17,1683.0,6277.0,1006.0,1541.0,260.0,65.0,98.0,649.0,792.0,799.0,0.245,0.341,0.354,0.949,Shortstop,P
21,2275.0,9072.0,1333.0,2645.0,411.0,135.0,47.0,1345.0,464.0,90.0,0.292,0.328,0.382,0.938,Third_base,P
15,1682.0,5821.0,718.0,1364.0,232.0,68.0,31.0,621.0,616.0,100.0,0.234,0.316,0.314,0.92,Shortstop,P
15,865.0,1518.0,174.0,379.0,62.0,1.0,42.0,229.0,222.0,181.0,0.25,0.348,0.375,0.98,Designated_hitter,P
10,736.0,2321.0,293.0,644.0,83.0,39.0,30.0,272.0,238.0,250.0,0.277,0.348,0.386,0.962,Outfield,P
19,2353.0,7917.0,1036.0,2251.0,391.0,94.0,165.0,1077.0,898.0,1031.0,0.284,0.358,0.42,0.974,Outfield,P
10,1156.0,3859.0,557.0,916.0,113.0,27.0,23.0,279.0,478.0,508.0,0.237,0.324,0.299,0.983,Second_base,P
15,1704.0,6184.0,730.0,1729.0,334.0,46.0,94.0,884.0,579.0,497.0,0.28,0.343,0.394,0.973,Second_base,P
10,1181.0,3879.0,627.0,1072.0,209.0,32.0,110.0,599.0,853.0,399.0,0.276,0.408,0.432,0.969,Outfield,P
12,1141.0,3362.0,525.0,980.0,177.0,26.0,64.0,436.0,599.0,369.0,0.291,0.406,0.417,0.993,First_base,P
12,1516.0,5621.0,629.0,1487.0,195.0,89.0,25.0,653.0,300.0,242.0,0.265,0.305,0.344,0.965,Second_base,P
18,1879.0,7161.0,1295.0,2299.0,394.0,157.0,128.0,1065.0,676.0,752.0,0.321,0.386,0.474,0.972,Outfield,N
21,2443.0,9031.0,1589.0,2457.0,413.0,163.0,84.0,1233.0,1064.0,269.0,0.272,0.357,0.382,0.927,Shortstop,P
12,1137.0,4045.0,470.0,1056.0,174.0,37.0,82.0,569.0,390.0,401.0,0.261,0.329,0.383,0.99,First_base,P
13,630.0,2222.0,280.0,541.0,74.0,22.0,2.0,262.0,208.0,208.0,0.243,0.314,0.299,0.912,Catcher,P
12,951.0,4172.0,813.0,1202.0,217.0,81.0,43.0,407.0,204.0,359.0,0.288,0.323,0.41,0.863,Outfield,P
12,1079.0,3042.0,243.0,710.0,98.0,23.0,55.0,327.0,387.0,403.0,0.233,0.324,0.335,0.987,Catcher,P
16,1564.0,5684.0,1024.0,1582.0,262.0,103.0,49.0,811.0,687.0,401.0,0.278,0.362,0.387,0.931,Second_base,P
10,890.0,2971.0,363.0,847.0,162.0,26.0,57.0,397.0,187.0,217.0,0.285,0.33,0.415,0.985,Catcher,P
14,1828.0,7219.0,1064.0,2089.0,358.0,72.0,126.0,757.0,430.0,534.0,0.289,0.334,0.411,0.96,Shortstop,P
15,2014.0,7673.0,1117.0,2326.0,250.0,165.0,56.0,722.0,623.0,489.0,0.303,0.36,0.401,0.991,First_base,P
10,1140.0,3829.0,448.0,984.0,193.0,3.0,43.0,372.0,297.0,219.0,0.257,0.313,0.343,0.987,Second_base,P
16,1458.0,4017.0,509.0,1122.0,160.0,37.0,36.0,329.0,212.0,422.0,0.279,0.317,0.364,0.986,Outfield,P
13,1501.0,4427.0,552.0,1142.0,177.0,37.0,77.0,456.0,382.0,673.0,0.258,0.32,0.367,0.964,Third_base,P
20,2368.0,9031.0,1539.0,2660.0,451.0,163.0,73.0,1437.0,870.0,180.0,0.295,0.361,0.405,0.94,Shortstop,N
22,1755.0,6653.0,1001.0,1841.0,363.0,145.0,75.0,951.0,525.0,45.0,0.277,0.335,0.409,0.98,First_base,P
18,1999.0,7223.0,811.0,2121.0,272.0,35.0,153.0,1052.0,381.0,754.0,0.294,0.332,0.405,0.97,Outfield,P
10,1082.0,3585.0,364.0,877.0,164.0,11.0,127.0,490.0,333.0,712.0,0.245,0.31,0.403,0.987,Catcher,P
10,963.0,2999.0,419.0,778.0,161.0,16.0,91.0,371.0,236.0,537.0,0.259,0.316,0.415,0.968,Outfield,P
16,1458.0,4255.0,388.0,1312.0,244.0,22.0,77.0,647.0,386.0,326.0,0.308,0.369,0.43,0.984,Catcher,P
18,2429.0,9174.0,1217.0,2561.0,395.0,138.0,182.0,1053.0,418.0,977.0,0.279,0.314,0.412,0.978,Outfield,P
10,851.0,2930.0,295.0,752.0,104.0,34.0,11.0,318.0,135.0,121.0,0.257,0.293,0.327,0.958,Third_base,P
11,648.0,1850.0,170.0,494.0,81.0,16.0,11.0,234.0,148.0,119.0,0.267,0.323,0.346,0.982,Catcher,P
15,1649.0,5809.0,778.0,1505.0,312.0,29.0,237.0,879.0,618.0,904.0,0.259,0.333,0.445,0.958,Third_base,P
15,1371.0,4602.0,595.0,1167.0,175.0,48.0,21.0,324.0,466.0,664.0,0.254,0.324,0.326,0.963,Shortstop,P
16,1835.0,7505.0,1599.0,2597.0,522.0,185.0,101.0,1464.0,741.0,244.0,0.346,0.412,0.505,0.951,Outfield,N
13,1186.0,4091.0,520.0,1159.0,191.0,59.0,19.0,489.0,378.0,24.0,0.283,0.356,0.373,0.946,Second_base,P
10,822.0,2461.0,322.0,627.0,112.0,21.0,40.0,286.0,299.0,251.0,0.255,0.34,0.366,0.989,Outfield,P
11,1121.0,3441.0,322.0,813.0,114.0,23.0,49.0,281.0,168.0,511.0,0.236,0.275,0.325,0.967,Shortstop,P
12,1155.0,4144.0,578.0,1241.0,190.0,36.0,72.0,591.0,359.0,269.0,0.299,0.357,0.415,0.978,Outfield,P
11,1109.0,3443.0,467.0,912.0,147.0,17.0,163.0,563.0,180.0,658.0,0.265,0.309,0.459,0.99,Outfield,P
11,922.0,3615.0,537.0,1096.0,130.0,35.0,17.0,497.0,174.0,35.0,0.303,0.34,0.373,0.948,Second_base,P
24,1766.0,4692.0,525.0,1093.0,223.0,12.0,96.0,471.0,592.0,736.0,0.233,0.321,0.347,0.988,Catcher,P
13,1237.0,4946.0,714.0,1286.0,238.0,76.0,74.0,667.0,173.0,602.0,0.26,0.287,0.384,0.882,Third_base,P
12,1392.0,4512.0,451.0,1114.0,169.0,23.0,40.0,423.0,328.0,349.0,0.247,0.3,0.321,0.976,Shortstop,P
10,904.0,2483.0,374.0,634.0,92.0,16.0,23.0,152.0,222.0,301.0,0.255,0.318,0.333,0.982,Outfield,P
13,712.0,2012.0,211.0,469.0,73.0,11.0,3.0,187.0,232.0,168.0,0.233,0.315,0.285,0.989,Catcher,P
10,1313.0,4412.0,603.0,1185.0,164.0,57.0,10.0,505.0,576.0,105.0,0.269,0.363,0.338,0.938,Third_base,P
13,993.0,3274.0,327.0,834.0,162.0,5.0,87.0,452.0,198.0,429.0,0.255,0.3,0.387,0.986,Catcher,P
17,1789.0,6300.0,930.0,1969.0,343.0,72.0,202.0,1209.0,678.0,289.0,0.313,0.382,0.486,0.988,Catcher,N
12,800.0,2000.0,314.0,530.0,67.0,25.0,6.0,129.0,142.0,197.0,0.265,0.316,0.333,0.975,Outfield,P
11,1399.0,5640.0,1046.0,1680.0,308.0,57.0,87.0,618.0,750.0,571.0,0.298,0.383,0.419,0.978,Outfield,P
13,1736.0,6821.0,1390.0,2214.0,389.0,131.0,361.0,1537.0,790.0,369.0,0.325,0.398,0.579,0.978,Outfield,N
10,1110.0,3849.0,491.0,959.0,209.0,24.0,125.0,584.0,412.0,837.0,0.249,0.324,0.413,0.981,Outfield,P
13,1533.0,5348.0,960.0,1515.0,243.0,52.0,253.0,970.0,871.0,1011.0,0.283,0.387,0.49,0.983,Outfield,N
14,1865.0,7093.0,1094.0,2042.0,381.0,89.0,223.0,1247.0,809.0,608.0,0.288,0.362,0.461,0.98,Second_base,N
10,835.0,3187.0,429.0,858.0,99.0,37.0,10.0,316.0,229.0,13.0,0.269,0.322,0.333,0.931,Outfield,P
12,1049.0,3854.0,669.0,1282.0,176.0,97.0,51.0,543.0,312.0,39.0,0.333,0.385,0.468,0.924,Outfield,P
11,660.0,2411.0,324.0,552.0,57.0,28.0,2.0,234.0,170.0,144.0,0.229,0.284,0.278,0.862,Third_base,P
17,1821.0,7496.0,1318.0,2253.0,207.0,75.0,16.0,736.0,453.0,131.0,0.301,0.347,0.355,0.941,Outfield,P
15,1290.0,4004.0,333.0,961.0,139.0,31.0,10.0,344.0,155.0,87.0,0.24,0.271,0.298,0.957,Catcher,P
13,1728.0,5977.0,513.0,1376.0,244.0,81.0,15.0,554.0,370.0,376.0,0.23,0.279,0.306,0.94,Shortstop,P
10,715.0,2924.0,443.0,802.0,112.0,34.0,4.0,328.0,118.0,179.0,0.274,0.303,0.34,0.867,Outfield,P
10,1233.0,4558.0,678.0,1294.0,138.0,78.0,17.0,413.0,378.0,,0.284,0.346,0.36,0.935,Outfield,P
11,1074.0,4127.0,665.0,1201.0,220.0,38.0,29.0,396.0,443.0,312.0,0.291,0.364,0.384,0.972,Outfield,P
10,1320.0,5511.0,903.0,1492.0,163.0,88.0,24.0,501.0,369.0,200.0,0.271,0.319,0.345,0.933,Outfield,P
20,2344.0,7853.0,1188.0,2099.0,360.0,28.0,275.0,1073.0,1197.0,1127.0,0.267,0.373,0.425,0.995,Designated_hitter,P
17,1564.0,6039.0,971.0,1806.0,315.0,64.0,26.0,924.0,437.0,132.0,0.299,0.351,0.385,0.975,First_base,P
14,1766.0,6509.0,960.0,1887.0,299.0,123.0,74.0,793.0,625.0,274.0,0.29,0.357,0.408,0.949,Second_base,P
15,1732.0,5479.0,746.0,1464.0,282.0,23.0,153.0,763.0,761.0,719.0,0.267,0.359,0.411,0.995,First_base,P
13,1288.0,4124.0,478.0,1113.0,168.0,22.0,152.0,704.0,328.0,582.0,0.27,0.327,0.432,0.992,First_base,P
10,915.0,2665.0,248.0,619.0,104.0,14.0,26.0,240.0,171.0,342.0,0.232,0.281,0.311,0.977,Shortstop,P
17,1737.0,7042.0,1552.0,2282.0,325.0,119.0,106.0,1302.0,662.0,211.0,0.324,0.384,0.449,0.943,Outfield,N
14,1447.0,5410.0,665.0,1516.0,277.0,46.0,42.0,571.0,250.0,418.0,0.28,0.317,0.372,0.957,Third_base,P
11,929.0,2885.0,274.0,617.0,79.0,4.0,109.0,341.0,252.0,677.0,0.214,0.28,0.357,0.984,Catcher,P
12,965.0,3974.0,759.0,1159.0,224.0,53.0,41.0,366.0,283.0,263.0,0.292,0.34,0.406,0.924,Second_base,P
10,1067.0,3587.0,522.0,992.0,192.0,40.0,147.0,530.0,444.0,679.0,0.277,0.358,0.475,0.994,First_base,P
17,1637.0,5350.0,575.0,1320.0,210.0,56.0,24.0,567.0,377.0,480.0,0.247,0.299,0.32,0.961,Shortstop,P
18,1328.0,2761.0,409.0,719.0,115.0,17.0,77.0,349.0,402.0,402.0,0.26,0.357,0.398,0.979,Outfield,P
14,722.0,1993.0,151.0,441.0,74.0,11.0,30.0,173.0,228.0,415.0,0.221,0.307,0.315,0.992,Catcher,P
22,2282.0,8046.0,1108.0,2256.0,453.0,90.0,108.0,1071.0,958.0,849.0,0.28,0.365,0.399,0.952,Third_base,P
14,1151.0,3677.0,465.0,1078.0,189.0,25.0,118.0,522.0,321.0,696.0,0.293,0.353,0.454,0.974,Outfield,P
10,591.0,1675.0,191.0,429.0,67.0,20.0,39.0,241.0,190.0,179.0,0.256,0.335,0.39,0.982,Catcher,P
11,735.0,2191.0,285.0,613.0,116.0,41.0,51.0,276.0,208.0,264.0,0.28,0.343,0.44,0.981,Outfield,P
14,1470.0,4577.0,430.0,1106.0,202.0,32.0,81.0,524.0,465.0,635.0,0.242,0.314,0.353,0.992,Catcher,P
10,373.0,979.0,74.0,196.0,25.0,3.0,22.0,91.0,80.0,336.0,0.2,0.267,0.299,0.987,Catcher,P
14,1292.0,4561.0,647.0,1235.0,169.0,56.0,10.0,535.0,427.0,4.0,0.271,0.352,0.339,0.92,Shortstop,P
15,1978.0,7141.0,1064.0,2061.0,382.0,94.0,170.0,1195.0,967.0,604.0,0.289,0.375,0.44,0.947,Third_base,P
13,883.0,2672.0,259.0,699.0,116.0,13.0,69.0,391.0,190.0,403.0,0.262,0.315,0.392,0.989,First_base,P
14,1341.0,5159.0,655.0,1331.0,149.0,68.0,24.0,586.0,257.0,108.0,0.258,0.295,0.327,0.923,Shortstop,P
12,1261.0,4746.0,801.0,1356.0,236.0,52.0,32.0,422.0,571.0,536.0,0.286,0.366,0.378,0.957,Shortstop,P
14,1903.0,7254.0,985.0,2063.0,358.0,69.0,288.0,1284.0,597.0,719.0,0.284,0.341,0.472,0.969,Outfield,P
10,560.0,792.0,130.0,164.0,27.0,2.0,8.0,73.0,145.0,127.0,0.207,0.333,0.277,0.957,Third_base,P
12,710.0,1855.0,194.0,453.0,85.0,3.0,33.0,207.0,231.0,171.0,0.244,0.33,0.347,0.984,Catcher,P
11,701.0,2837.0,387.0,741.0,120.0,34.0,6.0,203.0,70.0,129.0,0.261,0.284,0.334,0.884,Third_base,P
15,948.0,2618.0,245.0,615.0,101.0,17.0,49.0,309.0,246.0,529.0,0.235,0.308,0.343,0.987,Catcher,P
12,704.0,2053.0,188.0,514.0,70.0,23.0,13.0,211.0,243.0,206.0,0.25,0.332,0.326,0.979,Catcher,P
21,2687.0,8973.0,1344.0,2223.0,329.0,36.0,414.0,1354.0,1605.0,1410.0,0.248,0.364,0.431,0.946,Third_base,P
20,2606.0,8996.0,1470.0,2446.0,483.0,73.0,385.0,1384.0,1391.0,1697.0,0.272,0.373,0.47,0.987,Outfield,P
11,733.0,2043.0,306.0,529.0,71.0,31.0,3.0,210.0,212.0,152.0,0.259,0.329,0.328,0.971,Outfield,P
18,1784.0,6137.0,919.0,1659.0,216.0,70.0,12.0,538.0,778.0,142.0,0.27,0.356,0.334,0.955,Second_base,N
12,1142.0,3801.0,556.0,1055.0,187.0,41.0,98.0,565.0,415.0,420.0,0.278,0.353,0.426,0.983,Outfield,P
18,1315.0,5363.0,1129.0,1625.0,250.0,178.0,71.0,883.0,392.0,294.0,0.303,0.351,0.456,0.931,Catcher,N
11,383.0,934.0,75.0,225.0,26.0,2.0,7.0,83.0,74.0,93.0,0.241,0.298,0.296,0.989,Catcher,P
21,2442.0,7184.0,931.0,1913.0,307.0,33.0,215.0,1044.0,1052.0,877.0,0.266,0.363,0.408,0.991,First_base,P
12,1353.0,4652.0,655.0,1463.0,300.0,59.0,69.0,784.0,412.0,279.0,0.314,0.372,0.449,0.967,Outfield,P
18,1563.0,5679.0,826.0,1563.0,211.0,123.0,51.0,912.0,477.0,246.0,0.275,0.337,0.383,0.938,Catcher,P
11,884.0,3613.0,584.0,877.0,148.0,55.0,23.0,370.0,197.0,205.0,0.243,0.283,0.333,0.899,Second_base,P
14,1013.0,3001.0,407.0,719.0,121.0,11.0,122.0,445.0,562.0,607.0,0.24,0.361,0.409,0.987,Catcher,P
18,1884.0,6028.0,687.0,1692.0,324.0,45.0,28.0,734.0,931.0,277.0,0.281,0.378,0.363,0.984,Catcher,N
11,644.0,1963.0,282.0,506.0,91.0,12.0,6.0,167.0,240.0,264.0,0.258,0.346,0.326,0.945,Second_base,P
15,1270.0,4631.0,643.0,1329.0,203.0,85.0,31.0,494.0,329.0,186.0,0.287,0.336,0.388,0.961,Outfield,P
10,517.0,941.0,109.0,207.0,29.0,6.0,3.0,68.0,92.0,142.0,0.22,0.293,0.273,0.959,Shortstop,P
12,807.0,2086.0,199.0,542.0,82.0,10.0,19.0,217.0,185.0,235.0,0.26,0.324,0.336,0.975,Catcher,P
10,848.0,2316.0,220.0,545.0,95.0,9.0,48.0,293.0,292.0,432.0,0.235,0.323,0.346,0.99,Catcher,P
12,1411.0,5252.0,783.0,1461.0,212.0,72.0,35.0,391.0,474.0,253.0,0.278,0.342,0.366,0.972,Outfield,P
13,1218.0,4139.0,644.0,1202.0,262.0,50.0,40.0,450.0,467.0,288.0,0.29,0.37,0.407,0.974,Outfield,P
11,972.0,2473.0,255.0,631.0,77.0,25.0,9.0,209.0,277.0,293.0,0.255,0.338,0.317,0.982,Second_base,P
13,1533.0,5541.0,684.0,1534.0,238.0,77.0,32.0,675.0,203.0,348.0,0.277,0.319,0.365,0.939,Shortstop,P
12,1415.0,4879.0,723.0,1323.0,228.0,58.0,79.0,616.0,851.0,495.0,0.271,0.384,0.39,0.993,First_base,P
13,1483.0,5597.0,948.0,1752.0,268.0,164.0,48.0,756.0,597.0,,0.313,0.389,0.445,0.947,Outfield,N
12,743.0,2852.0,376.0,682.0,129.0,34.0,21.0,294.0,53.0,461.0,0.239,0.253,0.33,0.913,Catcher,P
15,1759.0,6357.0,851.0,1861.0,271.0,44.0,85.0,636.0,444.0,609.0,0.293,0.344,0.389,0.987,Outfield,P
10,583.0,1693.0,229.0,433.0,75.0,18.0,16.0,201.0,190.0,139.0,0.256,0.333,0.35,0.967,Second_base,P
11,1308.0,3853.0,288.0,918.0,115.0,39.0,7.0,284.0,151.0,320.0,0.238,0.267,0.294,0.986,Second_base,P
11,608.0,1455.0,171.0,353.0,59.0,10.0,46.0,166.0,170.0,295.0,0.243,0.323,0.392,0.986,Catcher,P
16,1696.0,6047.0,576.0,1515.0,241.0,20.0,25.0,501.0,265.0,399.0,0.251,0.286,0.309,0.973,Shortstop,P
12,937.0,3404.0,518.0,1075.0,203.0,50.0,31.0,485.0,186.0,199.0,0.316,0.355,0.432,0.994,First_base,P
10,687.0,2127.0,191.0,489.0,103.0,10.0,57.0,230.0,136.0,287.0,0.23,0.279,0.368,0.985,Catcher,P
10,768.0,2950.0,323.0,623.0,80.0,15.0,1.0,209.0,131.0,261.0,0.211,0.245,0.249,0.908,Shortstop,P
11,1153.0,4163.0,598.0,1123.0,214.0,38.0,121.0,566.0,303.0,722.0,0.27,0.326,0.427,0.974,Outfield,P
15,1446.0,4833.0,484.0,1269.0,200.0,55.0,16.0,494.0,351.0,354.0,0.263,0.316,0.337,0.96,Shortstop,P
12,924.0,2957.0,299.0,758.0,117.0,13.0,61.0,324.0,203.0,363.0,0.256,0.308,0.367,0.985,Catcher,P
13,1500.0,5652.0,732.0,1490.0,191.0,71.0,6.0,451.0,528.0,255.0,0.264,0.329,0.326,0.93,Third_base,P
18,1977.0,7023.0,986.0,1925.0,307.0,47.0,348.0,1239.0,666.0,1419.0,0.274,0.341,0.48,0.984,Outfield,P
12,1106.0,3269.0,453.0,1064.0,225.0,52.0,36.0,582.0,202.0,177.0,0.325,0.368,0.459,0.961,Outfield,P
15,1530.0,5208.0,822.0,1631.0,252.0,113.0,136.0,859.0,587.0,408.0,0.313,0.392,0.483,0.984,First_base,P
13,1135.0,4533.0,784.0,1253.0,186.0,91.0,31.0,548.0,300.0,136.0,0.276,0.323,0.378,0.977,First_base,P
13,1461.0,5636.0,895.0,1678.0,314.0,75.0,65.0,694.0,392.0,471.0,0.298,0.347,0.415,0.977,Outfield,P
19,2367.0,9232.0,1279.0,2663.0,355.0,112.0,35.0,790.0,719.0,216.0,0.288,0.349,0.363,0.984,Second_base,N
20,2317.0,8134.0,1751.0,2646.0,458.0,125.0,534.0,1922.0,1452.0,1311.0,0.325,0.428,0.609,0.992,First_base,N
15,1719.0,5121.0,650.0,1395.0,224.0,34.0,125.0,656.0,544.0,694.0,0.272,0.346,0.403,0.984,Outfield,P
10,708.0,1731.0,163.0,474.0,74.0,6.0,16.0,143.0,65.0,119.0,0.274,0.302,0.351,0.992,First_base,P
15,1774.0,6073.0,706.0,1591.0,241.0,35.0,200.0,758.0,626.0,753.0,0.262,0.342,0.412,0.993,Catcher,P
11,1126.0,4208.0,588.0,1235.0,199.0,131.0,82.0,713.0,272.0,2.0,0.293,0.346,0.462,0.95,Outfield,P
12,1115.0,3446.0,429.0,877.0,161.0,28.0,115.0,432.0,243.0,535.0,0.254,0.307,0.418,0.934,Third_base,P
18,1902.0,6523.0,844.0,1726.0,264.0,78.0,151.0,706.0,715.0,1097.0,0.265,0.34,0.398,0.963,Shortstop,P
14,1535.0,5517.0,848.0,1482.0,263.0,69.0,61.0,549.0,752.0,525.0,0.269,0.359,0.374,0.973,Second_base,P
14,1299.0,4169.0,544.0,1170.0,181.0,44.0,38.0,471.0,471.0,498.0,0.281,0.356,0.373,0.953,Third_base,P
19,2311.0,9112.0,1532.0,2880.0,466.0,138.0,105.0,1244.0,728.0,272.0,0.316,0.369,0.432,0.974,Second_base,N
13,1499.0,5566.0,610.0,1491.0,211.0,46.0,45.0,438.0,298.0,561.0,0.268,0.309,0.347,0.974,Second_base,P
15,1806.0,6378.0,895.0,1910.0,324.0,56.0,192.0,1058.0,514.0,436.0,0.299,0.356,0.458,0.979,Outfield,P
12,702.0,1411.0,150.0,336.0,50.0,7.0,14.0,159.0,163.0,184.0,0.238,0.319,0.313,0.969,Second_base,P
10,548.0,1608.0,218.0,438.0,75.0,36.0,14.0,185.0,149.0,156.0,0.272,0.342,0.39,0.985,First_base,P
16,1742.0,5937.0,1004.0,1706.0,336.0,74.0,100.0,830.0,979.0,393.0,0.287,0.39,0.419,0.981,Outfield,P
10,1076.0,3583.0,391.0,946.0,136.0,46.0,17.0,407.0,274.0,224.0,0.264,0.317,0.342,0.943,Shortstop,P
17,1584.0,4502.0,656.0,1195.0,188.0,31.0,200.0,666.0,610.0,546.0,0.265,0.358,0.454,0.977,Outfield,P
17,1801.0,6189.0,726.0,1696.0,262.0,38.0,47.0,568.0,383.0,501.0,0.274,0.322,0.351,0.985,Second_base,P
