year,gq,gqtypeg,farm,ownershg,value,rent,ftotinc,nfams,ncouples,nmothers,nfathers,momloc,stepmom,momrule,poploc,steppop,poprule,sploc,sprule,famsize,nchild,nchlt5,famunit,eldch,yngch,nsibs,relateg,age,sex,raceg,marst,chborn,school,educrec,schltype,empstatg,labforce,occscore,sei,classwkg,wkswork2,hrswork2,yrlastwk,workedyr,inctot,incwage,incbus,incfarm,incss,incwelfr,incother,poverty,migrat5g,movedin,vetstat,binaryClass
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),400000.0,0.0,110762.0,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,13,11,0,Head_Householder,46,Male,White,Married_spouse_present,,No_not_in_school,4+_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,41,68,Works_for_wages_salary,50-52_weeks,40_hours,,Yes,83123.0,80983.0,0.0,0,0.0,0.0,0.0,501.0,Same_house,6,Yes,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),187500.0,0.0,30088.0,1,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,99,99,1,Child,49,Male,White,Married_spouse_absent,,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,24,44,Works_for_wages_salary,14-26_weeks,40_hours,,Yes,23200.0,23200.0,0.0,0,0.0,0.0,0.0,310.0,Same_house,0,Yes,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,875.0,31300.0,2,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,Head_Householder,28,Male,White,Never_married_single,,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,20,8,Works_for_wages_salary,27-39_weeks,49-59_hours,,Yes,31300.0,30000.0,0.0,0,0.0,0.0,0.0,366.0,Moved_place_not_reported,1,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,312.0,8664.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,49,Male,White,Never_married_single,,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,24,47,Works_for_wages_salary,40-47_weeks,40_hours,,Yes,8664.0,8664.0,0.0,0,0.0,0.0,0.0,134.0,Same_house,6,No_Service,N
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),350000.0,0.0,64100.0,2,1,2,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,1,Child,6,Male,Black_Negro,Never_married_single,,No_not_in_school,None_or_preschool,Not_enrolled,,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,375.0,Same_house,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,875.0,26000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,52,Female,White,Divorced,3,No_not_in_school,4+_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,26,47,Works_for_wages_salary,50-52_weeks,40_hours,,Yes,26000.0,26000.0,0.0,0,0.0,0.0,0.0,403.0,Moved_place_not_reported,2,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),400000.0,0.0,102400.0,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,Child,13,Male,White,Never_married_single,,Yes_in_school,Grade_5-8,Private_school_(19601990),,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,501.0,Same_house,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),137500.0,0.0,81000.0,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,15,Female,White,Never_married_single,No_children,Yes_in_school,Grade_9,Public_school,,,0,0,,,,,,0.0,999999.0,999999.0,999999,0.0,0.0,0.0,501.0,Moved_place_not_reported,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),400000.0,0.0,384031.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,62,Female,White,Married_spouse_present,2__children,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,22,61,Works_for_wages_salary,27-39_weeks,,Worked_previous_yr,Yes,60000.0,35000.0,20000.0,0,0.0,0.0,0.0,501.0,Same_house,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),275000.0,0.0,36761.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,58,Male,White,Married_spouse_present,,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,30,44,Works_for_wages_salary,50-52_weeks,40_hours,,Yes,31568.0,17481.0,0.0,0,0.0,0.0,0.0,443.0,Same_house,7,Yes,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),350000.0,0.0,55967.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,62,Male,White,Divorced,,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,34,47,Works_for_wages_salary,50-52_weeks,,Worked_previous_yr,Yes,55967.0,53000.0,0.0,0,0.0,0.0,0.0,501.0,Same_house,5,Yes,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),162500.0,0.0,90852.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,84,Male,White,Widowed,,No_not_in_school,Grade_5-8,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,0,0,,,,Never_worked,No,90852.0,0.0,0.0,0,5963.0,0.0,0.0,501.0,Same_house,8,Yes,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),112500.0,0.0,80000.0,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,Child,10,Female,White,Never_married_single,,Yes_in_school,Grade_1-4,Public_school,,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,501.0,Same_house,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),225000.0,0.0,56000.0,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,Child,6,Female,White,Never_married_single,,Yes_in_school,None_or_preschool,Public_school,,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,378.0,Same_house,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,362.0,41200.0,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,10,Female,White,Never_married_single,,Yes_in_school,Grade_1-4,Private_school_(19601990),,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,317.0,Same_house,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,337.0,13624.0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,34,34,0,Head_Householder,67,Female,Black_Negro,Divorced,4,No_not_in_school,Grade_11,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,0,0,,,,Worked_more_than_10_yrs_ago,No,6364.0,0.0,0.0,0,1248.0,5116.0,0.0,182.0,Moved_place_not_reported,1,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,725.0,42475.0,1,1,1,1,0,0,0,0,0,0,1,1,7,4,1,1,13,1,1,Spouse,34,Female,White,Married_spouse_present,4,No_not_in_school,None_or_preschool,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,0,0,,,,Worked_more_than_10_yrs_ago,No,0.0,0.0,0.0,0,0.0,0.0,0.0,221.0,Moved_place_not_reported,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,312.0,15360.0,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,25,25,0,Parent,66,Female,White,Married_spouse_present,6,No_not_in_school,Grade_1-4,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,0,0,,,,Never_worked,No,0.0,0.0,0.0,0,0.0,0.0,0.0,158.0,Moved_place_not_reported,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),162500.0,0.0,4507.0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,Child,17,Female,White,Never_married_single,No_children,No_not_in_school,Grade_11,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,14,17,Works_for_wages_salary,14-26_weeks,,Worked_previous_yr,Yes,507.0,507.0,0.0,0,0.0,0.0,0.0,53.0,Moved_place_not_reported,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),400000.0,0.0,65000.0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,Other_non-relatives,30,Male,White,Never_married_single,,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,35,62,Works_for_wages_salary,50-52_weeks,49-59_hours,,Yes,34000.0,34000.0,0.0,0,0.0,0.0,0.0,501.0,Same_house,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),350000.0,0.0,92668.0,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,3,Female,White,Never_married_single,,Yes_in_school,None_or_preschool,Private_school_(19601990),,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,501.0,,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),112500.0,0.0,116931.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,69,Female,White,Married_spouse_present,2__children,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,0,0,,,,Worked_more_than_10_yrs_ago,No,46431.0,0.0,0.0,0,8700.0,0.0,0.0,501.0,Same_house,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),95000.0,0.0,61545.0,1,1,2,1,3,0,5,0,0,0,0,0,5,0,0,1,99,99,1,Grandchild,8,Female,White,Never_married_single,,Yes_in_school,Grade_1-4,Public_school,,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,406.0,Same_house,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,575.0,17000.0,1,0,1,0,1,0,1,0,0,0,0,0,5,0,0,1,99,99,3,Child,12,Female,White,Never_married_single,,Yes_in_school,Grade_5-8,Public_school,,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,117.0,Moved_place_not_reported,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),350000.0,0.0,62999.0,1,1,1,1,0,0,0,0,0,0,2,1,4,2,2,1,4,1,0,Head_Householder,36,Male,Chinese,Married_spouse_present,,No_not_in_school,4+_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,39,82,Works_for_wages_salary,50-52_weeks,40_hours,,Yes,50608.0,49882.0,0.0,0,0.0,0.0,0.0,501.0,Same_house,5,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,212.0,9400.0,2,0,0,1,0,0,0,1,0,1,0,0,6,0,0,1,99,99,4,Child,7,Male,White,Never_married_single,,Yes_in_school,Grade_1-4,Public_school,,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,58.0,Moved_place_not_reported,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),350000.0,0.0,138831.0,1,1,1,1,0,0,0,0,0,0,2,1,5,3,0,1,36,23,0,Head_Householder,59,Male,Japanese,Married_spouse_present,,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,24,44,Works_for_wages_salary,40-47_weeks,,Worked_previous_yr,Yes,49624.0,30341.0,0.0,0,0.0,0.0,0.0,501.0,Same_house,6,Yes,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),187500.0,0.0,1500.0,1,1,0,0,0,0,0,0,0,0,1,2,2,0,0,1,99,99,0,Spouse,63,Male,White,Married_spouse_present,,No_not_in_school,Grade_5-8,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,0,0,,,,Worked_6-10_yrs_ago,No,1500.0,0.0,0.0,0,1500.0,0.0,0.0,18.0,Same_house,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,675.0,12800.0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,Child,3,Female,White,Never_married_single,,Yes_in_school,None_or_preschool,Private_school_(19601990),,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,150.0,,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,875.0,15189.0,1,0,1,0,1,0,1,0,0,0,0,0,6,0,0,1,99,99,4,Child,4,Female,Black_Negro,Never_married_single,,No_not_in_school,None_or_preschool,Not_enrolled,,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,93.0,,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),400000.0,0.0,213516.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,56,Male,White,Married_spouse_present,,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,41,68,Works_for_wages_salary,50-52_weeks,49-59_hours,,Yes,205516.0,195516.0,0.0,0,0.0,0.0,0.0,501.0,Same_house,6,Yes,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,512.0,20000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,48,Female,White,Divorced,1_child,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,22,61,Works_for_wages_salary,50-52_weeks,,Worked_current_yr,Yes,20000.0,20000.0,0.0,0,0.0,0.0,0.0,310.0,Same_house,5,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),162500.0,0.0,71501.0,1,0,1,1,0,0,0,0,0,0,0,0,6,4,0,1,30,19,0,Head_Householder,59,Female,White,Married_spouse_absent,4,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,26,72,Works_for_wages_salary,14-26_weeks,30-34_hours,,Yes,5817.0,441.0,0.0,0,5376.0,0.0,0.0,401.0,Same_house,8,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,512.0,14000.0,1,1,1,1,0,0,0,0,0,0,2,1,7,5,0,1,18,8,0,Head_Householder,37,Male,White,Married_spouse_present,,No_not_in_school,None_or_preschool,Not_enrolled,Employed,Yes_in_labor_force,20,8,Works_for_wages_salary,40-47_weeks,40_hours,,Yes,14000.0,14000.0,0.0,0,0.0,0.0,0.0,73.0,Moved_place_not_reported,2,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,875.0,22765.0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,99,99,0,Grandchild,19,Female,White,Never_married_single,No_children,Yes_in_school,Grade_12,Public_school,Employed,Yes_in_labor_force,10,19,Works_for_wages_salary,27-39_weeks,15-29_hours,,Yes,6125.0,6125.0,0.0,0,0.0,0.0,0.0,235.0,Moved_place_not_reported,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),400000.0,0.0,198516.0,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,18,Male,Other_Asian_or_Pacific,Never_married_single,,Yes_in_school,Grade_12,Public_school,Not_in_labor_force,No_not_in_labor_force,11,11,Works_for_wages_salary,27-39_weeks,,Worked_previous_yr,Yes,1000.0,1000.0,0.0,0,0.0,0.0,0.0,501.0,Same_house,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,512.0,9466.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,43,Female,White,Married_spouse_present,2__children,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,22,51,Works_for_wages_salary,40-47_weeks,40_hours,,Yes,6908.0,6908.0,0.0,0,0.0,0.0,0.0,114.0,Moved_place_not_reported,0,No_Service,N
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),95000.0,0.0,28915.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,78,Female,White,Widowed,1_child,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,0,0,,,,Worked_more_than_10_yrs_ago,No,28915.0,0.0,0.0,0,4452.0,0.0,0.0,486.0,Same_house,6,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,625.0,28000.0,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,6,Male,Other_race_nec,Never_married_single,,Yes_in_school,None_or_preschool,Public_school,,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,223.0,Moved_place_not_reported,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,725.0,700.0,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,Child,18,Male,White,Never_married_single,,Yes_in_school,Grade_12,Public_school,Not_in_labor_force,No_not_in_labor_force,0,0,,,,Never_worked,No,0.0,0.0,0.0,0,0.0,0.0,0.0,4.0,Moved_place_not_reported,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,462.0,7440.0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,30,30,0,Head_Householder,68,Female,White,Widowed,2__children,No_not_in_school,Grade_9,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,0,0,,,,Worked_more_than_10_yrs_ago,No,7440.0,0.0,0.0,0,2640.0,4800.0,0.0,99.0,Same_house,6,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,512.0,58280.0,1,1,1,1,2,0,1,1,0,1,0,0,9,0,0,1,99,99,6,Child,20,Female,Other_Asian_or_Pacific,Never_married_single,No_children,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,0,0,,,,Worked_6-10_yrs_ago,No,0.0,0.0,0.0,0,0.0,0.0,0.0,211.0,Moved_place_not_reported,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,362.0,28770.0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,43,43,0,Head_Householder,78,Female,White,Widowed,5,No_not_in_school,Grade_5-8,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,0,0,,,,Never_worked,No,6516.0,0.0,0.0,0,6516.0,0.0,0.0,384.0,Same_house,6,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),350000.0,0.0,66603.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,66,Male,Chinese,Married_spouse_present,,No_not_in_school,4+_years_of_college,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,0,0,,,,Worked_6-10_yrs_ago,No,66603.0,0.0,0.0,0,8000.0,0.0,0.0,501.0,Same_house,5,Yes,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,675.0,63780.0,1,0,2,0,1,0,1,0,0,0,0,0,7,0,0,1,99,99,2,Child,0,Male,Black_Negro,Never_married_single,,,,,,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,322.0,,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),350000.0,0.0,71000.0,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,8,5,0,Head_Householder,27,Male,White,Married_spouse_present,,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,29,24,Works_for_wages_salary,50-52_weeks,40_hours,,Yes,50000.0,50000.0,0.0,0,0.0,0.0,0.0,501.0,Moved_place_not_reported,2,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,1000.0,15989.0,1,1,1,1,2,0,1,1,0,1,0,0,9,0,0,1,99,99,6,Child,6,Female,Chinese,Never_married_single,,Yes_in_school,Grade_1-4,Public_school,,,0,0,,,,,,0.0,999999.0,999999.0,999999,99999.0,99999.0,99999.0,62.0,Moved_place_not_reported,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),350000.0,0.0,49000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,33,Male,White,Never_married_single,,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,35,62,Works_for_wages_salary,50-52_weeks,41-48_hours,,Yes,49000.0,29000.0,0.0,0,0.0,0.0,0.0,501.0,Moved_place_not_reported,1,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),400000.0,0.0,94300.0,1,1,1,1,0,0,0,0,0,0,2,1,5,3,0,1,20,8,0,Head_Householder,39,Male,White,Married_spouse_present,,No_not_in_school,4+_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,46,84,Self-employed,40-47_weeks,60+_hours,,Yes,83000.0,83000.0,0.0,0,0.0,0.0,0.0,501.0,Same_house,5,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,487.0,0.0,1,0,1,0,1,0,1,0,0,0,0,0,5,0,0,1,99,99,3,Child,15,Female,White,Never_married_single,No_children,Yes_in_school,Grade_10,Public_school,,,0,0,,,,,,0.0,999999.0,999999.0,999999,0.0,0.0,0.0,1.0,Same_house,0,,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,625.0,3600.0,3,1,2,1,0,0,0,0,0,0,0,0,15,0,0,1,99,99,0,Other_relatives,18,Female,White,Never_married_single,No_children,No_not_in_school,None_or_preschool,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,0,0,,,,Never_worked,No,0.0,0.0,0.0,0,0.0,0.0,0.0,14.0,Moved_place_not_reported,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,575.0,20000.0,1,1,1,1,0,0,0,0,0,0,1,1,5,3,2,1,6,1,0,Spouse,27,Female,White,Married_spouse_present,3,Yes_in_school,1_to_3_years_of_college,Public_school,Not_in_labor_force,No_not_in_labor_force,32,42,Works_for_wages_salary,,,Worked_2_yrs_prior,No,0.0,0.0,0.0,0,0.0,0.0,0.0,135.0,Same_house,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),350000.0,0.0,32900.0,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,11,8,0,Head_Householder,43,Male,Chinese,Married_spouse_present,,No_not_in_school,4+_years_of_college,Not_enrolled,Employed,Yes_in_labor_force,41,68,Works_for_wages_salary,50-52_weeks,15-29_hours,,Yes,17400.0,11500.0,0.0,0,0.0,0.0,0.0,262.0,Same_house,2,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),187500.0,0.0,229316.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,51,Male,White,Married_spouse_present,,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,41,68,Self-employed,50-52_weeks,41-48_hours,,Yes,229316.0,195516.0,0.0,0,0.0,0.0,0.0,501.0,Same_house,6,Yes,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),85000.0,0.0,40248.0,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,16,16,0,Spouse,41,Female,White,Married_spouse_present,2__children,No_not_in_school,Grade_12,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,20,9,Works_for_wages_salary,,,Worked_2_yrs_prior,No,0.0,0.0,0.0,0,0.0,0.0,0.0,403.0,Moved_place_not_reported,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),162500.0,0.0,34000.0,1,1,3,1,3,0,1,2,0,1,0,0,7,2,0,1,12,10,1,Sibling,41,Female,White,Divorced,2__children,No_not_in_school,Grade_12,Not_enrolled,Employed,Yes_in_labor_force,17,8,Works_for_wages_salary,40-47_weeks,35-39_hours,,Yes,18000.0,18000.0,0.0,0,0.0,0.0,0.0,172.0,Moved_place_not_reported,0,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),137500.0,0.0,40250.0,2,1,1,1,0,0,0,0,0,0,2,1,6,2,1,1,6,4,2,Head_Householder,28,Male,White,Married_spouse_present,,No_not_in_school,Grade_5-8,Not_enrolled,Employed,Yes_in_labor_force,22,18,Works_for_wages_salary,50-52_weeks,40_hours,,Yes,14500.0,14500.0,0.0,0,0.0,0.0,0.0,231.0,Moved_place_not_reported,1,No_Service,P
99,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),225000.0,0.0,99000.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,60,Female,White,Married_spouse_present,1_child,No_not_in_school,1_to_3_years_of_college,Not_enrolled,Not_in_labor_force,No_not_in_labor_force,0,0,,,,Worked_more_than_10_yrs_ago,No,0.0,0.0,0.0,0,0.0,0.0,0.0,501.0,Moved_place_not_reported,0,No_Service,P
